文件1,文件2,相似度
sub007,sub094,0.4155
sub007,sub095,0.5764
sub007,sub096,0.3781
sub007,sub097,0.5224
sub007,sub098,0.4532
sub007,sub099,0.3761
sub007,sub100,0.4729
sub007,sub101,0.4523
sub007,sub102,0.4270
sub007,sub103,0.4066
sub007,sub104,0.4669
sub007,sub105,0.4265
sub007,sub106,0.3714
sub007,sub108,0.5119
sub007,sub109,0.4906
sub007,sub110,0.3473
sub007,sub111,0.5352
sub007,sub112,0.4683
sub007,sub113,0.5613
sub007,sub114,0.4964
sub007,sub115,0.4208
sub007,sub117,0.3402
sub007,sub119,0.5733
sub007,sub120,0.4822
sub007,sub121,0.4060
sub007,sub122,0.4252
sub007,sub123,0.4999
sub007,sub124,0.4735
sub007,sub125,0.4836
sub007,sub126,0.6641
sub007,sub127,0.5801
sub007,sub128,0.4627
sub007,sub129,0.5303
sub007,sub130,0.4717
sub007,sub131,0.4925
sub007,sub132,0.5673
sub007,sub133,0.4737
sub007,sub134,0.3624
sub007,sub135,0.4828
sub007,sub136,0.4089
sub007,sub137,0.4212
sub007,sub138,0.4196
sub007,sub139,0.5216
sub007,sub140,0.4853
sub007,sub141,0.4167
sub007,sub142,0.4221
sub007,sub143,0.4454
sub007,sub144,0.4903
sub007,sub145,0.3372
sub007,sub146,0.5439
sub007,sub147,0.6668
sub007,sub148,0.6170
sub007,sub149,0.4636
sub007,sub150,0.3956
sub007,sub151,0.4195
sub007,sub152,0.4434
sub007,sub153,0.4723
sub007,sub154,0.4377
sub007,sub155,0.3807
sub007,sub156,0.5444
sub007,sub157,0.3751
sub007,sub158,0.4791
sub007,sub159,0.4508
sub007,sub160,0.6255
sub007,sub161,0.3610
sub007,sub162,0.4756
sub007,sub163,0.4246
sub007,sub164,0.5018
sub007,sub165,0.4962
sub007,sub166,0.6906
sub007,sub167,0.6403
sub007,sub168,0.4120
sub007,sub169,0.5116
sub007,sub170,0.3428
sub007,sub171,0.3831
sub007,sub172,0.3682
sub007,sub173,0.3970
sub007,sub174,0.4852
sub008,sub009,0.6224
sub008,sub010,0.5514
sub008,sub011,0.5112
sub008,sub012,0.5930
sub008,sub013,0.6534
sub008,sub014,0.7583
sub008,sub015,0.5989
sub008,sub016,0.5955
sub008,sub017,0.4243
sub008,sub018,0.4108
sub008,sub019,0.5016
sub008,sub020,0.5715
sub008,sub021,0.5468
sub008,sub022,0.8037
sub008,sub023,0.6389
sub008,sub024,0.4573
sub008,sub025,0.6274
sub008,sub026,0.4844
sub008,sub027,0.4877
sub008,sub028,0.5305
sub008,sub029,0.5581
sub008,sub031,0.5930
sub008,sub032,0.5251
sub008,sub033,0.5839
sub008,sub034,0.5973
sub008,sub035,0.5234
sub008,sub036,0.5236
sub008,sub037,0.5709
sub008,sub038,0.5298
sub008,sub039,0.6639
sub008,sub040,0.6409
sub008,sub041,0.5501
sub008,sub042,0.6405
sub008,sub043,0.5074
sub008,sub044,0.6544
sub008,sub045,0.5538
sub008,sub048,0.5380
sub008,sub049,0.6449
sub008,sub050,0.6362
sub008,sub051,0.7032
sub008,sub052,0.5678
sub008,sub053,0.5758
sub008,sub054,0.6521
sub008,sub055,0.5458
sub008,sub056,0.6196
sub008,sub057,0.6639
sub008,sub058,0.4703
sub008,sub059,0.6129
sub008,sub060,0.5293
sub008,sub061,0.6099
sub008,sub062,0.6406
sub008,sub063,0.5549
sub008,sub064,0.4863
sub008,sub065,0.5505
sub008,sub066,0.4813
sub008,sub067,0.6375
sub008,sub068,0.6147
sub008,sub069,0.6507
sub008,sub070,0.5664
sub008,sub071,0.5410
sub008,sub072,0.5650
sub008,sub073,0.5841
sub008,sub074,0.5894
sub008,sub075,0.5567
sub008,sub076,0.4986
sub008,sub077,0.4228
sub008,sub078,0.5520
sub008,sub079,0.5702
sub008,sub080,0.6255
sub008,sub081,0.6185
sub008,sub082,0.5876
sub008,sub083,0.6183
sub008,sub084,0.6132
sub008,sub085,0.6313
sub008,sub086,0.5571
sub008,sub087,0.6672
sub008,sub088,0.5435
sub008,sub089,0.4708
sub008,sub090,0.5844
sub008,sub091,0.5698
sub008,sub092,0.4569
sub008,sub093,0.6271
sub008,sub094,0.6061
sub008,sub095,0.5262
sub008,sub096,0.5548
sub008,sub097,0.5696
sub008,sub098,0.6427
sub008,sub099,0.6017
sub008,sub100,0.5868
sub008,sub101,0.4795
sub008,sub102,0.6123
sub008,sub103,0.4750
sub008,sub104,0.6128
sub008,sub105,0.4804
sub008,sub106,0.5766
sub008,sub108,0.6452
sub008,sub109,0.6369
sub008,sub110,0.5360
sub008,sub111,0.5726
sub008,sub112,0.6320
sub008,sub113,0.5526
sub008,sub114,0.6333
sub008,sub115,0.5348
sub008,sub117,0.6003
sub008,sub119,0.5638
sub008,sub120,0.6117
sub008,sub121,0.5657
sub008,sub122,0.4770
sub008,sub123,0.4964
sub008,sub124,0.8018
sub008,sub125,0.6419
sub008,sub126,0.6030
sub008,sub127,0.5555
sub008,sub128,0.5410
sub008,sub129,0.4599
sub008,sub130,0.5662
sub008,sub131,0.5104
sub008,sub132,0.5862
sub008,sub133,0.4860
sub008,sub134,0.5763
sub008,sub135,0.5452
sub008,sub136,0.6424
sub008,sub137,0.4318
sub008,sub138,0.5924
sub008,sub139,0.5581
sub008,sub140,0.6541
sub008,sub141,0.6350
sub008,sub142,0.6800
sub008,sub143,0.5059
sub008,sub144,0.6044
sub008,sub145,0.5349
sub008,sub146,0.4230
sub008,sub147,0.5622
sub008,sub148,0.5310
sub008,sub149,0.5672
sub008,sub150,0.5968
sub008,sub151,0.5329
sub008,sub152,0.6049
sub008,sub153,0.4255
sub008,sub154,0.6120
sub008,sub155,0.4561
sub008,sub156,0.5105
sub008,sub157,0.5485
sub008,sub158,0.4805
sub008,sub159,0.6271
sub008,sub160,0.5722
sub008,sub161,0.5634
sub008,sub162,0.5730
sub008,sub163,0.5737
sub008,sub164,0.4016
sub008,sub165,0.4467
sub008,sub166,0.5494
sub008,sub167,0.5768
sub008,sub168,0.4827
sub008,sub169,0.6191
sub008,sub170,0.5882
sub008,sub171,0.5538
sub008,sub172,0.6039
sub008,sub173,0.6025
sub008,sub174,0.5740
sub009,sub010,0.6784
sub009,sub011,0.5212
sub009,sub012,0.5842
sub009,sub013,0.7078
sub009,sub014,0.6511
sub009,sub015,0.6220
sub009,sub016,0.4808
sub009,sub017,0.5229
sub009,sub018,0.5028
sub009,sub019,0.5675
sub009,sub020,0.5816
sub009,sub021,0.6725
sub009,sub022,0.6068
sub009,sub023,0.6025
sub009,sub024,0.5709
sub009,sub025,0.5968
sub009,sub026,0.5048
sub009,sub027,0.4460
sub009,sub028,0.4957
sub009,sub029,0.6587
sub009,sub031,0.5902
sub009,sub032,0.6537
sub009,sub033,0.7168
sub009,sub034,0.5972
sub009,sub035,0.7008
sub009,sub036,0.5685
sub009,sub037,0.6539
sub009,sub038,0.4470
sub009,sub039,0.6400
sub009,sub040,0.6642
sub009,sub041,0.5988
sub009,sub042,0.6765
sub009,sub043,0.5791
sub009,sub044,0.7152
sub009,sub045,0.5589
sub009,sub048,0.5415
sub009,sub049,0.5222
sub009,sub050,0.5502
sub009,sub051,0.4587
sub009,sub052,0.4909
sub009,sub053,0.5680
sub009,sub054,0.7679
sub009,sub055,0.6145
sub009,sub056,0.6895
sub009,sub057,0.6521
sub009,sub058,0.5337
sub009,sub059,0.5386
sub009,sub060,0.4255
sub009,sub061,0.7190
sub009,sub062,0.5920
sub009,sub063,0.5057
sub009,sub064,0.4471
sub009,sub065,0.5144
sub009,sub066,0.7087
sub009,sub067,0.5611
sub009,sub068,0.5297
sub009,sub069,0.6010
sub009,sub070,0.5186
sub009,sub071,0.5135
sub009,sub072,0.5010
sub009,sub073,0.5640
sub009,sub074,0.4488
sub009,sub075,0.4376
sub009,sub076,0.5846
sub009,sub077,0.3878
sub009,sub078,0.6805
sub009,sub079,0.5569
sub009,sub080,0.6799
sub009,sub081,0.6826
sub009,sub082,0.5449
sub009,sub083,0.5597
sub009,sub084,0.6133
sub009,sub085,0.7606
sub009,sub086,0.6231
sub009,sub087,0.6486
sub009,sub088,0.4577
sub009,sub089,0.4390
sub009,sub090,0.6729
sub009,sub091,0.4646
sub009,sub092,0.4877
sub009,sub093,0.5205
sub009,sub094,0.6002
sub009,sub095,0.6123
sub009,sub096,0.5076
sub009,sub097,0.8120
sub009,sub098,0.6183
sub009,sub099,0.6077
sub009,sub100,0.7455
sub009,sub101,0.4541
sub009,sub102,0.6852
sub009,sub103,0.5150
sub009,sub104,0.6729
sub009,sub105,0.4941
sub009,sub106,0.5881
sub009,sub108,0.6359
sub009,sub109,0.7049
sub009,sub110,0.5579
sub009,sub111,0.7448
sub009,sub112,0.5926
sub009,sub113,0.4601
sub009,sub114,0.5577
sub009,sub115,0.5142
sub009,sub117,0.6253
sub009,sub119,0.5281
sub009,sub120,0.6148
sub009,sub121,0.7991
sub009,sub122,0.4039
sub009,sub123,0.5176
sub009,sub124,0.6473
sub009,sub125,0.7294
sub009,sub126,0.6037
sub009,sub127,0.7818
sub009,sub128,0.5373
sub009,sub129,0.4207
sub009,sub130,0.6336
sub009,sub131,0.7109
sub009,sub132,0.6733
sub009,sub133,0.4156
sub009,sub134,0.7423
sub009,sub135,0.6454
sub009,sub136,0.6690
sub009,sub137,0.3627
sub009,sub138,0.6350
sub009,sub139,0.5379
sub009,sub140,0.6580
sub009,sub141,0.5946
sub009,sub142,0.6698
sub009,sub143,0.4817
sub009,sub144,0.5691
sub009,sub145,0.6493
sub009,sub146,0.4137
sub009,sub147,0.5517
sub009,sub148,0.6541
sub009,sub149,0.8286
sub009,sub150,0.5560
sub009,sub151,0.5026
sub009,sub152,0.7440
sub009,sub153,0.4809
sub009,sub154,0.5890
sub009,sub155,0.4475
sub009,sub156,0.4256
sub009,sub157,0.4829
sub009,sub158,0.6200
sub009,sub159,0.6314
sub009,sub160,0.5082
sub009,sub161,0.5684
sub009,sub162,0.4947
sub009,sub163,0.7220
sub009,sub164,0.4270
sub009,sub165,0.4943
sub009,sub166,0.6406
sub009,sub167,0.6580
sub009,sub168,0.4621
sub009,sub169,0.8259
sub009,sub170,0.7585
sub009,sub171,0.6823
sub009,sub172,0.6118
sub009,sub173,0.6433
sub009,sub174,0.5133
sub010,sub011,0.6129
sub010,sub012,0.4947
sub010,sub013,0.7612
sub010,sub014,0.6326
sub010,sub015,0.5139
sub010,sub016,0.3939
sub010,sub017,0.5616
sub010,sub018,0.4038
sub010,sub019,0.4828
sub010,sub020,0.5841
sub010,sub021,0.6120
sub010,sub022,0.4532
sub010,sub023,0.5612
sub010,sub024,0.6063
sub010,sub025,0.5992
sub010,sub026,0.5857
sub010,sub027,0.5165
sub010,sub028,0.6257
sub010,sub029,0.5556
sub010,sub031,0.6807
sub010,sub032,0.7316
sub010,sub033,0.6579
sub010,sub034,0.5977
sub010,sub035,0.6931
sub010,sub036,0.6032
sub010,sub037,0.6413
sub010,sub038,0.4594
sub010,sub039,0.6488
sub010,sub040,0.7402
sub010,sub041,0.6147
sub010,sub042,0.5961
sub010,sub043,0.4655
sub010,sub044,0.5965
sub010,sub045,0.4578
sub010,sub048,0.5295
sub010,sub049,0.5463
sub010,sub050,0.6081
sub010,sub051,0.4127
sub010,sub052,0.5786
sub010,sub053,0.5529
sub010,sub054,0.7324
sub010,sub055,0.6605
sub010,sub056,0.6892
sub010,sub057,0.5589
sub010,sub058,0.4084
sub010,sub059,0.4771
sub010,sub060,0.5647
sub010,sub061,0.6758
sub010,sub062,0.5885
sub010,sub063,0.5340
sub010,sub064,0.3823
sub010,sub065,0.4706
sub010,sub066,0.6737
sub010,sub067,0.5985
sub010,sub068,0.5055
sub010,sub069,0.5823
sub010,sub070,0.5381
sub010,sub071,0.5484
sub010,sub072,0.4375
sub010,sub073,0.5953
sub010,sub074,0.6092
sub010,sub075,0.5320
sub010,sub076,0.4579
sub010,sub077,0.3484
sub010,sub078,0.7008
sub010,sub079,0.5413
sub010,sub080,0.7050
sub010,sub081,0.6746
sub010,sub082,0.5758
sub010,sub083,0.5999
sub010,sub084,0.6192
sub010,sub085,0.7310
sub010,sub086,0.5847
sub010,sub087,0.6519
sub010,sub088,0.6079
sub010,sub089,0.4164
sub010,sub090,0.7034
sub010,sub091,0.5482
sub010,sub092,0.4898
sub010,sub093,0.4195
sub010,sub094,0.4583
sub010,sub095,0.3926
sub010,sub096,0.4414
sub010,sub097,0.7098
sub010,sub098,0.5504
sub010,sub099,0.5016
sub010,sub100,0.5135
sub010,sub101,0.5216
sub010,sub102,0.6489
sub010,sub103,0.4836
sub010,sub104,0.7544
sub010,sub105,0.3863
sub010,sub106,0.5029
sub010,sub108,0.7405
sub010,sub109,0.7629
sub010,sub110,0.5074
sub010,sub111,0.7317
sub010,sub112,0.5448
sub010,sub113,0.5132
sub010,sub114,0.5934
sub010,sub115,0.4893
sub010,sub117,0.5568
sub010,sub119,0.6275
sub010,sub120,0.5828
sub010,sub121,0.6821
sub010,sub122,0.3949
sub010,sub123,0.5024
sub010,sub124,0.5565
sub010,sub125,0.7129
sub010,sub126,0.6948
sub010,sub127,0.7394
sub010,sub128,0.6011
sub010,sub129,0.5753
sub010,sub130,0.7243
sub010,sub131,0.7193
sub010,sub132,0.7945
sub010,sub133,0.4840
sub010,sub134,0.6932
sub010,sub135,0.6368
sub010,sub136,0.5232
sub010,sub137,0.4037
sub010,sub138,0.5271
sub010,sub139,0.5293
sub010,sub140,0.6821
sub010,sub141,0.5916
sub010,sub142,0.5116
sub010,sub143,0.4725
sub010,sub144,0.4939
sub010,sub145,0.6423
sub010,sub146,0.5009
sub010,sub147,0.6783
sub010,sub148,0.7867
sub010,sub149,0.5900
sub010,sub150,0.4833
sub010,sub151,0.4943
sub010,sub152,0.7416
sub010,sub153,0.5804
sub010,sub154,0.5223
sub010,sub155,0.4699
sub010,sub156,0.5387
sub010,sub157,0.4314
sub010,sub158,0.6928
sub010,sub159,0.6096
sub010,sub160,0.5377
sub010,sub161,0.5716
sub010,sub162,0.5223
sub010,sub163,0.6554
sub010,sub164,0.5006
sub010,sub165,0.4405
sub010,sub166,0.7898
sub010,sub167,0.5463
sub010,sub168,0.3941
sub010,sub169,0.7684
sub010,sub170,0.6942
sub010,sub171,0.6917
sub010,sub172,0.4800
sub010,sub173,0.5533
sub010,sub174,0.4628
sub011,sub012,0.4499
sub011,sub013,0.5773
sub011,sub014,0.5155
sub011,sub015,0.4368
sub011,sub016,0.4060
sub011,sub017,0.5475
sub011,sub018,0.3619
sub011,sub019,0.4867
sub011,sub020,0.5758
sub011,sub021,0.5961
sub011,sub022,0.4971
sub011,sub023,0.6485
sub011,sub024,0.5621
sub011,sub025,0.6046
sub011,sub026,0.7599
sub011,sub027,0.6465
sub011,sub028,0.5411
sub011,sub029,0.4716
sub011,sub031,0.6597
sub011,sub032,0.6008
sub011,sub033,0.4322
sub011,sub034,0.5805
sub011,sub035,0.6511
sub011,sub036,0.4112
sub011,sub037,0.4539
sub011,sub038,0.3975
sub011,sub039,0.5434
sub011,sub040,0.5972
sub011,sub041,0.6079
sub011,sub042,0.5555
sub011,sub043,0.6469
sub011,sub044,0.4955
sub011,sub045,0.4279
sub011,sub048,0.5708
sub011,sub049,0.6069
sub011,sub050,0.6249
sub011,sub051,0.3962
sub011,sub052,0.5366
sub011,sub053,0.6523
sub011,sub054,0.5471
sub011,sub055,0.4411
sub011,sub056,0.4427
sub011,sub057,0.5038
sub011,sub058,0.3699
sub011,sub059,0.4788
sub011,sub060,0.4254
sub011,sub061,0.4898
sub011,sub062,0.5682
sub011,sub063,0.5014
sub011,sub064,0.3315
sub011,sub065,0.4632
sub011,sub066,0.4194
sub011,sub067,0.5498
sub011,sub068,0.4292
sub011,sub069,0.5204
sub011,sub070,0.4860
sub011,sub071,0.6327
sub011,sub072,0.3929
sub011,sub073,0.5295
sub011,sub074,0.6756
sub011,sub075,0.6262
sub011,sub076,0.4292
sub011,sub077,0.3054
sub011,sub078,0.5461
sub011,sub079,0.5816
sub011,sub080,0.5434
sub011,sub081,0.4845
sub011,sub082,0.4966
sub011,sub083,0.5837
sub011,sub084,0.6010
sub011,sub085,0.5740
sub011,sub086,0.5275
sub011,sub087,0.5726
sub011,sub088,0.6694
sub011,sub089,0.3396
sub011,sub090,0.4977
sub011,sub091,0.5931
sub011,sub092,0.5269
sub011,sub093,0.3993
sub011,sub094,0.4429
sub011,sub095,0.4213
sub011,sub096,0.3880
sub011,sub097,0.5308
sub011,sub098,0.5940
sub011,sub099,0.4304
sub011,sub100,0.5514
sub011,sub101,0.6242
sub011,sub102,0.5755
sub011,sub103,0.5654
sub011,sub104,0.5377
sub011,sub105,0.4497
sub011,sub106,0.4997
sub011,sub108,0.5751
sub011,sub109,0.5584
sub011,sub110,0.5185
sub011,sub111,0.7097
sub011,sub112,0.4624
sub011,sub113,0.5329
sub011,sub114,0.6247
sub011,sub115,0.5066
sub011,sub117,0.4531
sub011,sub119,0.7090
sub011,sub120,0.5130
sub011,sub121,0.4613
sub011,sub122,0.3411
sub011,sub123,0.5074
sub011,sub124,0.5739
sub011,sub125,0.5397
sub011,sub126,0.6297
sub011,sub127,0.5607
sub011,sub128,0.5763
sub011,sub129,0.6815
sub011,sub130,0.5043
sub011,sub131,0.5764
sub011,sub132,0.6306
sub011,sub133,0.4569
sub011,sub134,0.4375
sub011,sub135,0.5100
sub011,sub136,0.5082
sub011,sub137,0.3401
sub011,sub138,0.4475
sub011,sub139,0.5607
sub011,sub140,0.5255
sub011,sub141,0.4917
sub011,sub142,0.4773
sub011,sub143,0.3812
sub011,sub144,0.5067
sub011,sub145,0.3580
sub011,sub146,0.6063
sub011,sub147,0.6066
sub011,sub148,0.5293
sub011,sub149,0.4522
sub011,sub150,0.4001
sub011,sub151,0.5073
sub011,sub152,0.5123
sub011,sub153,0.6458
sub011,sub154,0.4127
sub011,sub155,0.5204
sub011,sub156,0.6684
sub011,sub157,0.3617
sub011,sub158,0.6107
sub011,sub159,0.5141
sub011,sub160,0.6049
sub011,sub161,0.4530
sub011,sub162,0.5821
sub011,sub163,0.4704
sub011,sub164,0.4746
sub011,sub165,0.6196
sub011,sub166,0.6225
sub011,sub167,0.7559
sub011,sub168,0.3447
sub011,sub169,0.6087
sub011,sub170,0.4435
sub011,sub171,0.4469
sub011,sub172,0.4397
sub011,sub173,0.5296
sub011,sub174,0.4984
sub012,sub013,0.5021
sub012,sub014,0.6298
sub012,sub015,0.5648
sub012,sub016,0.4595
sub012,sub017,0.3427
sub012,sub018,0.4003
sub012,sub019,0.4213
sub012,sub020,0.5228
sub012,sub021,0.5289
sub012,sub022,0.6084
sub012,sub023,0.5180
sub012,sub024,0.3955
sub012,sub025,0.5374
sub012,sub026,0.4964
sub012,sub027,0.4595
sub012,sub028,0.5652
sub012,sub029,0.5227
sub012,sub031,0.4993
sub012,sub032,0.5105
sub012,sub033,0.4386
sub012,sub034,0.5894
sub012,sub035,0.5850
sub012,sub036,0.6182
sub012,sub037,0.5546
sub012,sub038,0.5010
sub012,sub039,0.5536
sub012,sub040,0.6049
sub012,sub041,0.5309
sub012,sub042,0.6155
sub012,sub043,0.4692
sub012,sub044,0.5711
sub012,sub045,0.4571
sub012,sub048,0.4373
sub012,sub049,0.4567
sub012,sub050,0.7082
sub012,sub051,0.5669
sub012,sub052,0.7457
sub012,sub053,0.5032
sub012,sub054,0.5672
sub012,sub055,0.4743
sub012,sub056,0.5378
sub012,sub057,0.5982
sub012,sub058,0.5736
sub012,sub059,0.4226
sub012,sub060,0.5497
sub012,sub061,0.5600
sub012,sub062,0.5389
sub012,sub063,0.4822
sub012,sub064,0.5082
sub012,sub065,0.4748
sub012,sub066,0.4744
sub012,sub067,0.5114
sub012,sub068,0.5438
sub012,sub069,0.5003
sub012,sub070,0.7211
sub012,sub071,0.4999
sub012,sub072,0.4504
sub012,sub073,0.5402
sub012,sub074,0.5619
sub012,sub075,0.4975
sub012,sub076,0.5393
sub012,sub077,0.4011
sub012,sub078,0.4264
sub012,sub079,0.4807
sub012,sub080,0.5737
sub012,sub081,0.5692
sub012,sub082,0.5756
sub012,sub083,0.5035
sub012,sub084,0.5705
sub012,sub085,0.5995
sub012,sub086,0.5391
sub012,sub087,0.5756
sub012,sub088,0.5294
sub012,sub089,0.4271
sub012,sub090,0.4855
sub012,sub091,0.5113
sub012,sub092,0.4079
sub012,sub093,0.5620
sub012,sub094,0.4977
sub012,sub095,0.5643
sub012,sub096,0.4936
sub012,sub097,0.5895
sub012,sub098,0.4937
sub012,sub099,0.4866
sub012,sub100,0.5424
sub012,sub101,0.4733
sub012,sub102,0.5272
sub012,sub103,0.4528
sub012,sub104,0.5410
sub012,sub105,0.4307
sub012,sub106,0.4752
sub012,sub108,0.5898
sub012,sub109,0.5503
sub012,sub110,0.4211
sub012,sub111,0.4844
sub012,sub112,0.5309
sub012,sub113,0.4384
sub012,sub114,0.5302
sub012,sub115,0.4255
sub012,sub117,0.4874
sub012,sub119,0.4624
sub012,sub120,0.5639
sub012,sub121,0.4882
sub012,sub122,0.4896
sub012,sub123,0.4701
sub012,sub124,0.5418
sub012,sub125,0.5317
sub012,sub126,0.5546
sub012,sub127,0.5557
sub012,sub128,0.5557
sub012,sub129,0.4448
sub012,sub130,0.4617
sub012,sub131,0.5098
sub012,sub132,0.5326
sub012,sub133,0.3964
sub012,sub134,0.4498
sub012,sub135,0.5698
sub012,sub136,0.5352
sub012,sub137,0.4270
sub012,sub138,0.5914
sub012,sub139,0.5772
sub012,sub140,0.6601
sub012,sub141,0.5836
sub012,sub142,0.5153
sub012,sub143,0.5443
sub012,sub144,0.5145
sub012,sub145,0.3956
sub012,sub146,0.3544
sub012,sub147,0.4951
sub012,sub148,0.4904
sub012,sub149,0.6426
sub012,sub150,0.6459
sub012,sub151,0.4567
sub012,sub152,0.5308
sub012,sub153,0.4623
sub012,sub154,0.5726
sub012,sub155,0.4038
sub012,sub156,0.4306
sub012,sub157,0.7758
sub012,sub158,0.4630
sub012,sub159,0.6100
sub012,sub160,0.5598
sub012,sub161,0.5533
sub012,sub162,0.4532
sub012,sub163,0.5151
sub012,sub164,0.3918
sub012,sub165,0.4271
sub012,sub166,0.5181
sub012,sub167,0.5292
sub012,sub168,0.6544
sub012,sub169,0.5948
sub012,sub170,0.4575
sub012,sub171,0.4535
sub012,sub172,0.4505
sub012,sub173,0.5279
sub012,sub174,0.4479
sub013,sub014,0.6594
sub013,sub015,0.5967
sub013,sub016,0.4258
sub013,sub017,0.5601
sub013,sub018,0.5263
sub013,sub019,0.5355
sub013,sub020,0.6487
sub013,sub021,0.5818
sub013,sub022,0.5272
sub013,sub023,0.5769
sub013,sub024,0.6021
sub013,sub025,0.5722
sub013,sub026,0.5361
sub013,sub027,0.5093
sub013,sub028,0.6196
sub013,sub029,0.4879
sub013,sub031,0.6924
sub013,sub032,0.7262
sub013,sub033,0.7860
sub013,sub034,0.7080
sub013,sub035,0.5701
sub013,sub036,0.6014
sub013,sub037,0.6668
sub013,sub038,0.4680
sub013,sub039,0.7026
sub013,sub040,0.7861
sub013,sub041,0.5738
sub013,sub042,0.6854
sub013,sub043,0.4523
sub013,sub044,0.7815
sub013,sub045,0.5402
sub013,sub048,0.5448
sub013,sub049,0.6871
sub013,sub050,0.6721
sub013,sub051,0.4367
sub013,sub052,0.6141
sub013,sub053,0.5055
sub013,sub054,0.8476
sub013,sub055,0.7337
sub013,sub056,0.7537
sub013,sub057,0.7213
sub013,sub058,0.4451
sub013,sub059,0.4455
sub013,sub060,0.5318
sub013,sub061,0.7336
sub013,sub062,0.6372
sub013,sub063,0.5222
sub013,sub064,0.4344
sub013,sub065,0.5055
sub013,sub066,0.7601
sub013,sub067,0.6493
sub013,sub068,0.5430
sub013,sub069,0.6462
sub013,sub070,0.6029
sub013,sub071,0.5743
sub013,sub072,0.4946
sub013,sub073,0.6127
sub013,sub074,0.6106
sub013,sub075,0.5234
sub013,sub076,0.3763
sub013,sub077,0.3397
sub013,sub078,0.7607
sub013,sub079,0.6334
sub013,sub080,0.7465
sub013,sub081,0.7498
sub013,sub082,0.6178
sub013,sub083,0.6497
sub013,sub084,0.6496
sub013,sub085,0.8092
sub013,sub086,0.6122
sub013,sub087,0.7291
sub013,sub088,0.5788
sub013,sub089,0.4734
sub013,sub090,0.7955
sub013,sub091,0.5874
sub013,sub092,0.4485
sub013,sub093,0.4402
sub013,sub094,0.5044
sub013,sub095,0.3951
sub013,sub096,0.5237
sub013,sub097,0.7554
sub013,sub098,0.6417
sub013,sub099,0.6174
sub013,sub100,0.6364
sub013,sub101,0.4842
sub013,sub102,0.7100
sub013,sub103,0.5642
sub013,sub104,0.8401
sub013,sub105,0.3834
sub013,sub106,0.6057
sub013,sub108,0.8110
sub013,sub109,0.8715
sub013,sub110,0.4904
sub013,sub111,0.7295
sub013,sub112,0.6122
sub013,sub113,0.5269
sub013,sub114,0.6594
sub013,sub115,0.5089
sub013,sub117,0.6327
sub013,sub119,0.6487
sub013,sub120,0.6908
sub013,sub121,0.7748
sub013,sub122,0.4073
sub013,sub123,0.4991
sub013,sub124,0.6852
sub013,sub125,0.8531
sub013,sub126,0.5739
